episode_id,name,air_date,episode,character_id,url,created
19,Interdimensional Cable 2: Tempting Fate,"September 20, 2015",S02E08,3,https://rickandmortyapi.com/api/episode/19,2017-11-10T12:56:35.669Z
19,Interdimensional Cable 2: Tempting Fate,"September 20, 2015",S02E08,4,https://rickandmortyapi.com/api/episode/19,2017-11-10T12:56:35.669Z
19,Interdimensional Cable 2: Tempting Fate,"September 20, 2015",S02E08,5,https://rickandmortyapi.com/api/episode/19,2017-11-10T12:56:35.669Z
19,Interdimensional Cable 2: Tempting Fate,"September 20, 2015",S02E08,23,https://rickandmortyapi.com/api/episode/19,2017-11-10T12:56:35.669Z
19,Interdimensional Cable 2: Tempting Fate,"September 20, 2015",S02E08,35,https://rickandmortyapi.com/api/episode/19,2017-11-10T12:56:35.669Z
19,Interdimensional Cable 2: Tempting Fate,"September 20, 2015",S02E08,49,https://rickandmortyapi.com/api/episode/19,2017-11-10T12:56:35.669Z
19,Interdimensional Cable 2: Tempting Fate,"September 20, 2015",S02E08,51,https://rickandmortyapi.com/api/episode/19,2017-11-10T12:56:35.669Z
19,Interdimensional Cable 2: Tempting Fate,"September 20, 2015",S02E08,105,https://rickandmortyapi.com/api/episode/19,2017-11-10T12:56:35.669Z
19,Interdimensional Cable 2: Tempting Fate,"September 20, 2015",S02E08,121,https://rickandmortyapi.com/api/episode/19,2017-11-10T12:56:35.669Z
19,Interdimensional Cable 2: Tempting Fate,"September 20, 2015",S02E08,126,https://rickandmortyapi.com/api/episode/19,2017-11-10T12:56:35.669Z
19,Interdimensional Cable 2: Tempting Fate,"September 20, 2015",S02E08,133,https://rickandmortyapi.com/api/episode/19,2017-11-10T12:56:35.669Z
19,Interdimensional Cable 2: Tempting Fate,"September 20, 2015",S02E08,153,https://rickandmortyapi.com/api/episode/19,2017-11-10T12:56:35.669Z
19,Interdimensional Cable 2: Tempting Fate,"September 20, 2015",S02E08,173,https://rickandmortyapi.com/api/episode/19,2017-11-10T12:56:35.669Z
19,Interdimensional Cable 2: Tempting Fate,"September 20, 2015",S02E08,199,https://rickandmortyapi.com/api/episode/19,2017-11-10T12:56:35.669Z
19,Interdimensional Cable 2: Tempting Fate,"September 20, 2015",S02E08,205,https://rickandmortyapi.com/api/episode/19,2017-11-10T12:56:35.669Z
19,Interdimensional Cable 2: Tempting Fate,"September 20, 2015",S02E08,223,https://rickandmortyapi.com/api/episode/19,2017-11-10T12:56:35.669Z
19,Interdimensional Cable 2: Tempting Fate,"September 20, 2015",S02E08,224,https://rickandmortyapi.com/api/episode/19,2017-11-10T12:56:35.669Z
